CDS	Rv0034	Rv0034	36867	37262
CDS	Rv0035	fadD34	37259	38947
Intergenic	Rv0035-Rv0036c	fadD34-Rv0036c	38948	39055
CDS	Rv0036c	Rv0036c	39056	39829
Intergenic	Rv0036c-Rv0037c	Rv0036c-Rv0037c	39830	39876
CDS	Rv0037c	Rv0037c	39877	41202
Intergenic	Rv0037c-Rv0038	Rv0037c-Rv0038	41203	41303
CDS	Rv0038	Rv0038	41304	41912
Intergenic	Rv0038-Rv0039c	Rv0038-Rv0039c	41913	42003
CDS	Rv0039c	Rv0039c	42004	42351
Intergenic	Rv0039c-Rv0040c	Rv0039c-mtc28	42352	42432
CDS	Rv0040c	mtc28	42433	43365
Intergenic	Rv0040c-Rv0041	mtc28-leuS	43366	43561
CDS	Rv0041	leuS	43562	46471
Intergenic	Rv0041-Rv0042c	leuS-Rv0042c	46472	46580
CDS	Rv0042c	Rv0042c	46581	47207
Intergenic	Rv0042c-Rv0043c	Rv0042c-Rv0043c	47208	47365
CDS	Rv0043c	Rv0043c	47366	48100
Intergenic	Rv0043c-Rv0044c	Rv0043c-Rv0044c	48101	48232
CDS	Rv0044c	Rv0044c	48233	49027
Intergenic	Rv0044c-Rv0045c	Rv0044c-Rv0045c	49028	49042
CDS	Rv0045c	Rv0045c	49043	49939
Intergenic	Rv0045c-Rv0046c	Rv0045c-ino1	49940	50020
CDS	Rv0046c	ino1	50021	51124
Intergenic	Rv0046c-Rv0047c	ino1-Rv0047c	51125	51184
CDS	Rv0047c	Rv0047c	51185	51727
Intergenic	Rv0047c-Rv0048c	Rv0047c-Rv0048c	51728	51827
CDS	Rv0048c	Rv0048c	51828	52697
Intergenic	Rv0048c-Rv0049	Rv0048c-Rv0049	52698	52830
CDS	Rv0049	Rv0049	52831	53244
Intergenic	Rv0049-Rv0050	Rv0049-ponA1	53245	53662
CDS	Rv0050	ponA1	53663	55699
CDS	Rv0051	Rv0051	55696	57378
Intergenic	Rv0051-Rv0052	Rv0051-Rv0052	57379	57409
CDS	Rv0052	Rv0052	57410	57973
Intergenic	Rv0052-Rv0053	Rv0052-rpsF	57974	58191
CDS	Rv0053	rpsF	58192	58482
Intergenic	Rv0053-Rv0054	rpsF-ssb	58483	58585
CDS	Rv0054	ssb	58586	59080
Intergenic	Rv0054-Rv0055	ssb-rpsR1	59081	59121
CDS	Rv0055	rpsR1	59122	59376
Intergenic	Rv0055-Rv0056	rpsR1-rplI	59377	59408
CDS	Rv0056	rplI	59409	59867
Intergenic	Rv0056-Rv0057	rplI-Rv0057	59868	59895
CDS	Rv0057	Rv0057	59896	60417
CDS	Rv0058	dnaB	60396	63020
Intergenic	Rv0058-Rv0059	dnaB-Rv0059	63021	63199
CDS	Rv0059	Rv0059	63200	63892
Intergenic	Rv0059-Rv0060	Rv0059-Rv0060	63893	63908
CDS	Rv0060	Rv0060	63909	64967
Intergenic	Rv0060-Rv0061c	Rv0060-Rv0061c	64968	65011
CDS	Rv0061c	Rv0061c	65012	65350
Intergenic	Rv0061c-Rv0062	Rv0061c-celA1	65351	65551
CDS	Rv0062	celA1	65552	66694
Intergenic	Rv0062-Rv0063	celA1-Rv0063	66695	66922
CDS	Rv0063	Rv0063	66923	68362
Intergenic	Rv0063-Rv0063a	Rv0063-Rv0063a	68363	68417
CDS	Rv0063a	Rv0063a	68418	68579
Intergenic	Rv0063a-Rv0064	Rv0063a-Rv0064	68580	68619
CDS	Rv0064	Rv0064	68620	71559
Intergenic	Rv0064-Rv0064A	Rv0064-vapB1	71560	71588
CDS	Rv0064A	vapB1	71589	71828
CDS	Rv0065	vapC1	71821	72222
Intergenic	Rv0065-Rv0066c	vapC1-icd2	72223	72273
CDS	Rv0066c	icd2	72274	74511
Intergenic	Rv0066c-Rv0067c	icd2-Rv0067c	74512	74628
CDS	Rv0067c	Rv0067c	74629	75198
Intergenic	Rv0067c-Rv0068	Rv0067c-Rv0068	75199	75300
CDS	Rv0068	Rv0068	75301	76212
Intergenic	Rv0068-Rv0069c	Rv0068-sdaA	76213	76236
CDS	Rv0069c	sdaA	76237	77622
CDS	Rv0070c	glyA2	77619	78896
Intergenic	Rv0070c-Rv0071	glyA2-Rv0071	78897	79485
CDS	Rv0071	Rv0071	79486	80193
Intergenic	Rv0071-Rv0072	Rv0071-Rv0072	80194	80623
CDS	Rv0072	Rv0072	80624	81673
Intergenic	Rv0072-Rv0073	Rv0072-Rv0073	81674	81675
CDS	Rv0073	Rv0073	81676	82668
Intergenic	Rv0073-Rv0074	Rv0073-Rv0074	82669	82747
CDS	Rv0074	Rv0074	82748	83983
Intergenic	Rv0074-Rv0075	Rv0074-Rv0075	83984	83995
CDS	Rv0075	Rv0075	83996	85168
Intergenic	Rv0075-Rv0076c	Rv0075-Rv0076c	85169	85182
CDS	Rv0076c	Rv0076c	85183	85572
Intergenic	Rv0076c-Rv0077c	Rv0076c-Rv0077c	85573	85635
CDS	Rv0077c	Rv0077c	85636	86466
Intergenic	Rv0077c-Rv0078	Rv0077c-Rv0078	86467	86527
CDS	Rv0078	Rv0078	86528	87133
Intergenic	Rv0078-Rv0078A	Rv0078-Rv0078A	87134	87207
CDS	Rv0078A	Rv0078A	87208	87801
CDS	Rv0078B	Rv0078B	87798	88004
Intergenic	Rv0078B-Rv0079	Rv0078B-Rv0079	88005	88203
CDS	Rv0079	Rv0079	88204	89025
CDS	Rv0080	Rv0080	89022	89480
Intergenic	Rv0080-Rv0081	Rv0080-Rv0081	89481	89574
CDS	Rv0081	Rv0081	89575	89919
Intergenic	Rv0081-Rv0082	Rv0081-Rv0082	89920	89923
CDS	Rv0082	Rv0082	89924	90403
CDS	Rv0083	Rv0083	90400	92322
Intergenic	Rv0083-Rv0084	Rv0083-hycD	92323	92327
CDS	Rv0084	hycD	92328	93278
Intergenic	Rv0084-Rv0085	hycD-hycP	93279	93288
CDS	Rv0085	hycP	93289	93951
CDS	Rv0086	hycQ	93951	95417
CDS	Rv0087	hycE	95414	96892
Intergenic	Rv0087-Rv0088	hycE-Rv0088	96893	96926
CDS	Rv0088	Rv0088	96927	97601
Intergenic	Rv0088-Rv0089	Rv0088-Rv0089	97602	97757
CDS	Rv0089	Rv0089	97758	98351
Intergenic	Rv0089-Rv0090	Rv0089-Rv0090	98352	98479
CDS	Rv0090	Rv0090	98480	99250
Intergenic	Rv0090-Rv0091	Rv0090-mtn	99251	99683
CDS	Rv0091	mtn	99684	100451
Intergenic	Rv0091-Rv0092	mtn-ctpA	100452	100582
CDS	Rv0092	ctpA	100583	102868
CDS	Rv0093c	Rv0093c	102815	103663
Intergenic	Rv0093c-Rv0094c	Rv0093c-Rv0094c	103664	103709
CDS	Rv0094c	Rv0094c	103710	104663
Intergenic	Rv0094c-Rv0095c	Rv0094c-Rv0095c	104664	104804
CDS	Rv0095c	Rv0095c	104805	105215
Intergenic	Rv0095c-Rv0096	Rv0095c-PPE1	105216	105323
CDS	Rv0096	PPE1	105324	106715
Intergenic	Rv0096-Rv0097	PPE1-Rv0097	106716	106733
CDS	Rv0097	Rv0097	106734	107603
CDS	Rv0098	fcoT	107600	108151
Intergenic	Rv0098-Rv0099	fcoT-fadD10	108152	108155
CDS	Rv0099	fadD10	108156	109778
Intergenic	Rv0099-Rv0100	fadD10-Rv0100	109779	109782
CDS	Rv0100	Rv0100	109783	110019
CDS	Rv0101	nrp	110001	117539
Intergenic	Rv0101-Rv0102	nrp-Rv0102	117540	117713
CDS	Rv0102	Rv0102	117714	119699
Intergenic	Rv0102-Rv0103c	Rv0102-ctpB	119700	119914
CDS	Rv0103c	ctpB	119915	122173
Intergenic	Rv0103c-Rv0104	ctpB-Rv0104	122174	122316
CDS	Rv0104	Rv0104	122317	123831
Intergenic	Rv0104-Rv0105c	Rv0104-rpmB1	123832	123979
CDS	Rv0105c	rpmB1	123980	124264
Intergenic	Rv0105c-Rv0106	rpmB1-Rv0106	124265	124373
CDS	Rv0106	Rv0106	124374	125570
Intergenic	Rv0106-Rv0107c	Rv0106-ctpI	125571	125642
CDS	Rv0107c	ctpI	125643	130541
Intergenic	Rv0107c-Rv0108c	ctpI-Rv0108c	130542	130894
CDS	Rv0108c	Rv0108c	130895	131104
Intergenic	Rv0108c-Rv0109	Rv0108c-PE_PGRS1	131105	131381
CDS	Rv0109	PE_PGRS1	131382	132872
Intergenic	Rv0109-Rv0110	PE_PGRS1-Rv0110	132873	133019
CDS	Rv0110	Rv0110	133020	133769
Intergenic	Rv0110-Rv0111	Rv0110-Rv0111	133770	133949
CDS	Rv0111	Rv0111	133950	136007
Intergenic	Rv0111-Rv0112	Rv0111-gca	136008	136288
CDS	Rv0112	gca	136289	137245
Intergenic	Rv0112-Rv0113	gca-gmhA	137246	137318
CDS	Rv0113	gmhA	137319	137909
Intergenic	Rv0113-Rv0114	gmhA-gmhB	137910	137940
CDS	Rv0114	gmhB	137941	138513
CDS	Rv0115	hddA	138513	139673
Intergenic	Rv0115-Rv0115a	hddA-Rv0115a	139674	139955
CDS	Rv0115a	Rv0115a	139956	140144
Intergenic	Rv0115a-Rv0116c	Rv0115a-ldtA	140145	140266
CDS	Rv0116c	ldtA	140267	141022
Intergenic	Rv0116c-Rv0117	ldtA-oxyS	141023	141199
CDS	Rv0117	oxyS	141200	142144
CDS	Rv0118c	oxcA	142128	143876
Intergenic	Rv0118c-Rv0119	oxcA-fadD7	143877	144048
CDS	Rv0119	fadD7	144049	145626
CDS	Rv0120c	fusA2	145627	147771
Intergenic	Rv0120c-Rv0121c	fusA2-Rv0121c	147772	147907
CDS	Rv0121c	Rv0121c	147908	148342
Intergenic	Rv0121c-Rv0122	Rv0121c-Rv0122	148343	148490
CDS	Rv0122	Rv0122	148491	148859
CDS	Rv0123	Rv0123	148856	149224
Intergenic	Rv0123-Rv0124	Rv0123-PE_PGRS2	149225	149532
CDS	Rv0124	PE_PGRS2	149533	150996
Intergenic	Rv0124-Rv0125	PE_PGRS2-pepA	150997	151147
CDS	Rv0125	pepA	151148	152215
Intergenic	Rv0125-Rv0126	pepA-treS	152216	152323
CDS	Rv0126	treS	152324	154129
Intergenic	Rv0126-Rv0127	treS-mak	154130	154231
CDS	Rv0127	mak	154232	155599
Intergenic	Rv0127-Rv0128	mak-Rv0128	155600	155666
CDS	Rv0128	Rv0128	155667	156446
Intergenic	Rv0128-Rv0129c	Rv0128-fbpC	156447	156577
CDS	Rv0129c	fbpC	156578	157600
Intergenic	Rv0129c-Rv0130	fbpC-htdZ	157601	157846
CDS	Rv0130	htdZ	157847	158302
Intergenic	Rv0130-Rv0131c	htdZ-fadE1	158303	158314
CDS	Rv0131c	fadE1	158315	159658
Intergenic	Rv0131c-Rv0132c	fadE1-fgd2	159659	159699
CDS	Rv0132c	fgd2	159700	160782
Intergenic	Rv0132c-Rv0133	fgd2-Rv0133	160783	160868
CDS	Rv0133	Rv0133	160869	161474
Intergenic	Rv0133-Rv0134	Rv0133-ephF	161475	161770
CDS	Rv0134	ephF	161771	162673
CDS	Rv0135c	Rv0135c	162644	163249
Intergenic	Rv0135c-Rv0136	Rv0135c-cyp138	163250	163365
CDS	Rv0136	cyp138	163366	164691
Intergenic	Rv0136-Rv0137c	cyp138-msrA	164692	164711
CDS	Rv0137c	msrA	164712	165260
Intergenic	Rv0137c-Rv0138	msrA-Rv0138	165261	165322
CDS	Rv0138	Rv0138	165323	165826
CDS	Rv0139	Rv0139	165827	166849
Intergenic	Rv0139-Rv0140	Rv0139-Rv0140	166850	166909
CDS	Rv0140	Rv0140	166910	167290
CDS	Rv0141c	Rv0141c	167271	167681
Intergenic	Rv0141c-Rv0142	Rv0141c-Rv0142	167682	167710
CDS	Rv0142	Rv0142	167711	168637
Intergenic	Rv0142-Rv0143c	Rv0142-Rv0143c	168638	168703
CDS	Rv0143c	Rv0143c	168704	170182
Intergenic	Rv0143c-Rv0144	Rv0143c-Rv0144	170183	170283
CDS	Rv0144	Rv0144	170284	171126
Intergenic	Rv0144-Rv0145	Rv0144-Rv0145	171127	171214
CDS	Rv0145	Rv0145	171215	172168
Intergenic	Rv0145-Rv0146	Rv0145-Rv0146	172169	172210
CDS	Rv0146	Rv0146	172211	173143
Intergenic	Rv0146-Rv0147	Rv0146-Rv0147	173144	173237
CDS	Rv0147	Rv0147	173238	174758
Intergenic	Rv0147-Rv0148	Rv0147-Rv0148	174759	174832
CDS	Rv0148	Rv0148	174833	175693
Intergenic	Rv0148-Rv0149	Rv0148-Rv0149	175694	175699
CDS	Rv0149	Rv0149	175700	176668
CDS	Rv0150c	Rv0150c	176665	176952
Intergenic	Rv0150c-Rv0151c	Rv0150c-PE1	176953	177542
CDS	Rv0151c	PE1	177543	179309
Intergenic	Rv0151c-Rv0152c	PE1-PE2	179310	179318
CDS	Rv0152c	PE2	179319	180896
Intergenic	Rv0152c-Rv0153c	PE2-ptbB	180897	181154
CDS	Rv0153c	ptbB	181155	181985
Intergenic	Rv0153c-Rv0154c	ptbB-fadE2	181986	181986
CDS	Rv0154c	fadE2	181987	183198
Intergenic	Rv0154c-Rv0155	fadE2-pntAa	183199	183621
CDS	Rv0155	pntAa	183622	184722
CDS	Rv0156	pntAb	184723	185055
CDS	Rv0157	pntB	185052	186479
Intergenic	Rv0157-Rv0157A	pntB-Rv0157A	186480	186494
CDS	Rv0157A	Rv0157A	186495	186623
Intergenic	Rv0157A-Rv0158	Rv0157A-Rv0158	186624	186784
CDS	Rv0158	Rv0158	186785	187429
Intergenic	Rv0158-Rv0159c	Rv0158-PE3	187430	187432
CDS	Rv0159c	PE3	187433	188839
Intergenic	Rv0159c-Rv0160c	PE3-PE4	188840	188930
CDS	Rv0160c	PE4	188931	190439
Intergenic	Rv0160c-Rv0161	PE4-Rv0161	190440	190606
CDS	Rv0161	Rv0161	190607	191956
Intergenic	Rv0161-Rv0162c	Rv0161-adhE1	191957	191983
CDS	Rv0162c	adhE1	191984	193135
CDS	Rv0163	Rv0163	193117	193572
Intergenic	Rv0163-Rv0164	Rv0163-TB18.5	193573	193625
CDS	Rv0164	TB18.5	193626	194111
Intergenic	Rv0164-Rv0165c	TB18.5-mce1R	194112	194143
CDS	Rv0165c	mce1R	194144	194815
Intergenic	Rv0165c-Rv0166	mce1R-fadD5	194816	194992
CDS	Rv0166	fadD5	194993	196657
Intergenic	Rv0166-Rv0167	fadD5-yrbE1A	196658	196860
CDS	Rv0167	yrbE1A	196861	197658
Intergenic	Rv0167-Rv0168	yrbE1A-yrbE1B	197659	197659
CDS	Rv0168	yrbE1B	197660	198529
Intergenic	Rv0168-Rv0169	yrbE1B-mce1A	198530	198533
CDS	Rv0169	mce1A	198534	199898
CDS	Rv0170	mce1B	199895	200935
CDS	Rv0171	mce1C	200932	202479
CDS	Rv0172	mce1D	202476	204068
CDS	Rv0173	lprK	204065	205237
CDS	Rv0174	mce1F	205231	206778
Intergenic	Rv0174-Rv0175	mce1F-Rv0175	206779	206813
CDS	Rv0175	Rv0175	206814	207455
CDS	Rv0176	Rv0176	207452	208420
CDS	Rv0177	Rv0177	208417	208971
CDS	Rv0178	Rv0178	208938	209672
Intergenic	Rv0178-Rv0179c	Rv0178-lprO	209673	209702
CDS	Rv0179c	lprO	209703	210812
Intergenic	Rv0179c-Rv0180c	lprO-Rv0180c	210813	210891
CDS	Rv0180c	Rv0180c	210892	212250
Intergenic	Rv0180c-Rv0181c	Rv0180c-Rv0181c	212251	212276
CDS	Rv0181c	Rv0181c	212277	213011
Intergenic	Rv0181c-Rv0182c	Rv0181c-sigG	213012	213027
CDS	Rv0182c	sigG	213028	214140
CDS	Rv0183	Rv0183	214088	214927
Intergenic	Rv0183-Rv0184	Rv0183-Rv0184	214928	214968
CDS	Rv0184	Rv0184	214969	215718
CDS	Rv0185	Rv0185	215715	216224
Intergenic	Rv0185-Rv0186	Rv0185-bglS	216225	216268
CDS	Rv0186	bglS	216269	218344
Intergenic	Rv0186-Rv0186A	bglS-mymT	218345	218389
CDS	Rv0186A	mymT	218390	218551
Intergenic	Rv0186A-Rv0187	mymT-Rv0187	218552	218704
CDS	Rv0187	Rv0187	218705	219367
Intergenic	Rv0187-Rv0188	Rv0187-Rv0188	219368	219485
CDS	Rv0188	Rv0188	219486	219917
Intergenic	Rv0188-Rv0189c	Rv0188-ilvD	219918	219995
CDS	Rv0189c	ilvD	219996	221723
Intergenic	Rv0189c-Rv0190	ilvD-Rv0190	221724	221870
CDS	Rv0190	Rv0190	221871	222161
Intergenic	Rv0190-Rv0191	Rv0190-Rv0191	222162	222288
CDS	Rv0191	Rv0191	222289	223530
Intergenic	Rv0191-Rv0192	Rv0191-Rv0192	223531	223563
CDS	Rv0192	Rv0192	223564	224664
Intergenic	Rv0192-Rv0193c	Rv0192-Rv0193c	224665	224723
CDS	Rv0193c	Rv0193c	224724	226571
Intergenic	Rv0193c-Rv0194	Rv0193c-Rv0194	226572	226877
CDS	Rv0194	Rv0194	226878	230462
Intergenic	Rv0194-Rv0195	Rv0194-Rv0195	230463	230898
CDS	Rv0195	Rv0195	230899	231534
Intergenic	Rv0195-Rv0196	Rv0195-Rv0196	231535	231646
CDS	Rv0196	Rv0196	231647	232231
CDS	Rv0197	Rv0197	232231	234519
CDS	Rv0198c	zmp1	234516	236507
Intergenic	Rv0198c-Rv0199	zmp1-Rv0199	236508	236549
CDS	Rv0199	Rv0199	236550	237209
CDS	Rv0200	Rv0200	237206	237895
CDS	Rv0201c	Rv0201c	237892	238395
CDS	Rv0202c	mmpL11	238392	241292
Intergenic	Rv0202c-Rv0203	mmpL11-Rv0203	241293	241513
CDS	Rv0203	Rv0203	241514	241924
Intergenic	Rv0203-Rv0204c	Rv0203-Rv0204c	241925	241975
CDS	Rv0204c	Rv0204c	241976	243214
Intergenic	Rv0204c-Rv0205	Rv0204c-Rv0205	243215	243383
CDS	Rv0205	Rv0205	243384	244487
CDS	Rv0206c	mmpL3	244484	247318
Intergenic	Rv0206c-Rv0207c	mmpL3-Rv0207c	247319	247383
CDS	Rv0207c	Rv0207c	247384	248112
Intergenic	Rv0207c-Rv0208c	Rv0207c-Rv0208c	248113	248114
CDS	Rv0208c	Rv0208c	248115	248906
Intergenic	Rv0208c-Rv0209	Rv0208c-Rv0209	248907	249037
CDS	Rv0209	Rv0209	249038	250123
CDS	Rv0210	Rv0210	250120	251598
Intergenic	Rv0210-Rv0211	Rv0210-pckA	251599	251781
CDS	Rv0211	pckA	251782	253602
Intergenic	Rv0211-Rv0212c	pckA-nadR	253603	253668
CDS	Rv0212c	nadR	253669	254640
CDS	Rv0213c	Rv0213c	254637	255950
Intergenic	Rv0213c-Rv0214	Rv0213c-fadD4	255951	256063
CDS	Rv0214	fadD4	256064	257677
Intergenic	Rv0214-Rv0215c	fadD4-Rv0215c	257678	257718
gene	Rv0215c	Rv0215c	257719	258856
Intergenic	Rv0215c-Rv0216	Rv0215c-Rv0216	258857	258912
CDS	Rv0216	Rv0216	258913	259926
CDS	Rv0217c	lipW	259923	260831
Intergenic	Rv0217c-Rv0218	lipW-Rv0218	260832	260923
CDS	Rv0218	Rv0218	260924	262252
Intergenic	Rv0218-Rv0219	Rv0218-Rv0219	262253	262253
CDS	Rv0219	Rv0219	262254	262802
Intergenic	Rv0219-Rv0220	Rv0219-lipC	262803	262811
CDS	Rv0220	lipC	262812	264023
Intergenic	Rv0220-Rv0221	lipC-Rv0221	264024	264066
CDS	Rv0221	Rv0221	264067	265476
Intergenic	Rv0221-Rv0222	Rv0221-echA1	265477	265506
CDS	Rv0222	echA1	265507	266295
Intergenic	Rv0222-Rv0223c	echA1-Rv0223c	266296	266300
CDS	Rv0223c	Rv0223c	266301	267764
Intergenic	Rv0223c-Rv0224c	Rv0223c-Rv0224c	267765	267862
CDS	Rv0224c	Rv0224c	267863	268627
Intergenic	Rv0224c-Rv0225	Rv0224c-Rv0225	268628	268662
CDS	Rv0225	Rv0225	268663	269817
Intergenic	Rv0225-Rv0226c	Rv0225-Rv0226c	269818	269833
CDS	Rv0226c	Rv0226c	269834	271564
Intergenic	Rv0226c-Rv0227c	Rv0226c-Rv0227c	271565	271573
CDS	Rv0227c	Rv0227c	271574	272839
Intergenic	Rv0227c-Rv0228	Rv0227c-Rv0228	272840	273054
CDS	Rv0228	Rv0228	273055	274278
Intergenic	Rv0228-Rv0229c	Rv0228-Rv0229c	274279	274305
CDS	Rv0229c	Rv0229c	274306	274719
Intergenic	Rv0229c-Rv0230c	Rv0229c-php	274720	274982
CDS	Rv0230c	php	274983	275963
Intergenic	Rv0230c-Rv0231	php-fadE4	275964	276057
CDS	Rv0231	fadE4	276058	277764
Intergenic	Rv0231-Rv0232	fadE4-Rv0232	277765	277898
CDS	Rv0232	Rv0232	277899	278588
CDS	Rv0233	nrdB	278585	279529
Intergenic	Rv0233-Rv0234c	nrdB-gabD1	279530	279604
CDS	Rv0234c	gabD1	279605	281140
Intergenic	Rv0234c-Rv0235c	gabD1-Rv0235c	281141	281165
CDS	Rv0235c	Rv0235c	281166	282614
Intergenic	Rv0235c-Rv0236c	Rv0235c-aftD	282615	282648
CDS	Rv0236c	aftD	282649	286851
Intergenic	Rv0236c-Rv0236A	aftD-Rv0236A	286852	286897
CDS	Rv0236A	Rv0236A	286898	287071
Intergenic	Rv0236A-Rv0237	Rv0236A-lpqI	287072	287185
CDS	Rv0237	lpqI	287186	288352
Intergenic	Rv0237-Rv0238	lpqI-Rv0238	288353	288427
CDS	Rv0238	Rv0238	288428	289042
Intergenic	Rv0238-Rv0239	Rv0238-vapB24	289043	289103
CDS	Rv0239	vapB24	289104	289337
Intergenic	Rv0239-Rv0240	vapB24-vapC24	289338	289344
CDS	Rv0240	vapC24	289345	289782
Intergenic	Rv0240-Rv0241c	vapC24-htdX	289783	289811
CDS	Rv0241c	htdX	289812	290654
Intergenic	Rv0241c-Rv0242c	htdX-fabG4	290655	290664
CDS	Rv0242c	fabG4	290665	292029
Intergenic	Rv0242c-Rv0243	fabG4-fadA2	292030	292170
CDS	Rv0243	fadA2	292171	293493
Intergenic	Rv0243-RVnc0008	fadA2-F6	293494	293603
ncRNA	RVnc0008	F6	293604	293705
Intergenic	RVnc0008-Rv0244c	F6-fadE5	293706	293797
CDS	Rv0244c	fadE5	293798	295633
Intergenic	Rv0244c-Rv0245	fadE5-Rv0245	295634	296004
CDS	Rv0245	Rv0245	296005	296493
Intergenic	Rv0245-Rv0246	Rv0245-Rv0246	296494	296808
CDS	Rv0246	Rv0246	296809	298119
CDS	Rv0247c	Rv0247c	298116	298862
CDS	Rv0248c	Rv0248c	298863	300803
Intergenic	Rv0248c-Rv0249c	Rv0248c-Rv0249c	300804	300833
CDS	Rv0249c	Rv0249c	300834	301655
Intergenic	Rv0249c-Rv0250c	Rv0249c-Rv0250c	301656	301734
CDS	Rv0250c	Rv0250c	301735	302028
Intergenic	Rv0250c-Rv0251c	Rv0250c-hsp	302029	302172
CDS	Rv0251c	hsp	302173	302652
Intergenic	Rv0251c-Rv0252	hsp-nirB	302653	302865
CDS	Rv0252	nirB	302866	305427
Intergenic	Rv0252-Rv0253	nirB-nirD	305428	305452
CDS	Rv0253	nirD	305453	305809
Intergenic	Rv0253-Rv0254c	nirD-cobU	305810	305824
CDS	Rv0254c	cobU	305825	306349
Intergenic	Rv0254c-Rv0255c	cobU-cobQ1	306350	306373
CDS	Rv0255c	cobQ1	306374	307858
Intergenic	Rv0255c-Rv0256c	cobQ1-PPE2	307859	307876
CDS	Rv0256c	PPE2	307877	309547
Intergenic	Rv0256c-Rv0257	PPE2-Rv0257	309548	309698
CDS	Rv0257	Rv0257	309699	310073
Intergenic	Rv0257-Rv0258c	Rv0257-Rv0258c	310074	310293
CDS	Rv0258c	Rv0258c	310294	310749
Intergenic	Rv0258c-Rv0259c	Rv0258c-Rv0259c	310750	310773
CDS	Rv0259c	Rv0259c	310774	311517
CDS	Rv0260c	Rv0260c	311514	312659
Intergenic	Rv0260c-Rv0261c	Rv0260c-narK3	312660	312758
CDS	Rv0261c	narK3	312759	314168
Intergenic	Rv0261c-Rv0262c	narK3-aac	314169	314308
CDS	Rv0262c	aac	314309	314854
Intergenic	Rv0262c-Rv0263c	aac-Rv0263c	314855	314863
CDS	Rv0263c	Rv0263c	314864	315766
Intergenic	Rv0263c-Rv0264c	Rv0263c-Rv0264c	315767	315782
CDS	Rv0264c	Rv0264c	315783	316415
Intergenic	Rv0264c-Rv0265c	Rv0264c-Rv0265c	316416	316510
CDS	Rv0265c	Rv0265c	316511	317503
